Time (CDT)	Latitude	Longitude	Course	kts	feet	Rate	Reporting Facility
Fri 18:46:21	38.6045	-92.1486	← 303°	105	1,500	128 Climbing	 FlightAware ADS-B (KJEF)
Fri 18:46:40	38.6099	-92.1579	← 308°	101	1,400	-316 Descending	 FlightAware ADS-B (KJEF)
Fri 18:46:59	38.6148	-92.1658	← 309°	88	1,300	-308 Descending	 FlightAware ADS-B (KJEF)
Fri 18:47:19	38.6152	-92.1743	↙ 223°	80	1,200	-162 Descending	 FlightAware ADS-B (KJEF)
Fri 18:47:36	38.6110	-92.1788	↙ 219°	70	1,200	-343 Descending	 FlightAware ADS-B (KCOU)
Fri 18:47:54	38.6060	-92.1820	↓ 183°	66	1,000	-571 Descending	 FlightAware ADS-B (KJEF)
Fri 18:48:18	38.6010	-92.1743	↘ 127°	76	800	-450 Descending	 FlightAware ADS-B (KJEF)
Fri 18:48:34	38.5982	-92.1688	↘ 122°	67	700	249 Climbing	 FlightAware ADS-B (KJEF)
Fri 18:51:07	38.6024	-92.1462	← 305°	105	1,500	249 Climbing	 FlightAware ADS-B (KJEF)
Fri 18:51:23	38.6066	-92.1544	← 303°	106	1,400	-324 Descending	 FlightAware ADS-B (KJEF)
Fri 18:51:44	38.6124	-92.1644	← 307°	91	1,300	-293 Descending	 FlightAware ADS-B (KJEF)
Fri 18:52:04	38.6145	-92.1733	↙ 236°	78	1,200	-316 Descending	 FlightAware ADS-B (KJEF)
Fri 18:52:22	38.6098	-92.1779	↙ 215°	70	1,100	-333 Descending	 FlightAware ADS-B (KJEF)
Fri 18:52:40	38.6047	-92.1807	↓ 159°	67	1,000	-486 Descending	 FlightAware ADS-B (KJEF)
Fri 18:52:59	38.6009	-92.1741	↘ 121°	63	800	-514 Descending	 FlightAware ADS-B (KJEF)
Fri 18:53:15	38.5983	-92.1689	↘ 124°	69	700	228 Climbing	 FlightAware ADS-B (KJEF)
Fri 18:54:59	38.5871	-92.1314	↗ 33°	95	1,256	284 Climbing	 Surface and Near-Surface
Fri 18:56:04	38.6068	-92.1539	← 305°	107	1,500	105 Climbing	 FlightAware ADS-B (KCOU)
Fri 18:56:21	38.6115	-92.1620	← 308°	88	1,400	-353 Descending	 FlightAware ADS-B (KJEF)
Fri 18:56:38	38.6153	-92.1694	← 281°	86	1,300	-529 Descending	 FlightAware ADS-B (KJEF)
Fri 18:56:55	38.6120	-92.1755	↙ 216°	74	1,100	-514 Descending	 FlightAware ADS-B (KJEF)
Fri 18:57:13	38.6072	-92.1801	↙ 215°	67	1,000	-462 Descending	 FlightAware ADS-B (KJEF)
Fri 18:57:34	38.6020	-92.1765	↘ 122°	75	800	-486 Descending	 FlightAware ADS-B (KJEF)
Fri 18:57:50	38.5992	-92.1710	↘ 124°	69	700	248 Climbing	 FlightAware ADS-B (KJEF)
Fri 18:59:59	38.5948	-92.1321	↗ 24°	91	1,400	300 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:00:30	38.6034	-92.1475	← 306°	105	1,500	 Level	 FlightAware ADS-B (KJEF)
Fri 19:00:49	38.6088	-92.1570	← 306°	99	1,400	-154 Descending	 FlightAware ADS-B (KJEF)
Fri 19:01:09	38.6142	-92.1658	← 306°	86	1,400	-286 Descending	 FlightAware ADS-B (KJEF)
Fri 19:01:31	38.6131	-92.1746	↙ 228°	70	1,200	-429 Descending	 FlightAware ADS-B (KJEF)
Fri 19:01:51	38.6083	-92.1799	↙ 211°	66	1,100	-500 Descending	 FlightAware ADS-B (KJEF)
Fri 19:02:07	38.6036	-92.1798	↘ 128°	76	900	-563 Descending	 FlightAware ADS-B (KJEF)
Fri 19:02:23	38.6008	-92.1740	↘ 126°	77	800	194 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:04:42	38.5907	-92.1274	↗ 26°	96	1,400	268 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:05:00	38.5968	-92.1341	← 304°	105	1,500	146 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:05:23	38.6031	-92.1458	← 305°	106	1,500	 Level	 FlightAware ADS-B (KJEF)
Fri 19:05:40	38.6077	-92.1545	← 305°	104	1,500	-167 Descending	 FlightAware ADS-B (KCOU)
Fri 19:05:59	38.6127	-92.1631	← 307°	86	1,400	-462 Descending	 FlightAware ADS-B (KJEF)
Fri 19:06:19	38.6135	-92.1721	↙ 220°	85	1,200	-324 Descending	 FlightAware ADS-B (KJEF)
Fri 19:06:36	38.6090	-92.1769	↙ 218°	70	1,200	-324 Descending	 FlightAware ADS-B (KJEF)
Fri 19:06:56	38.6035	-92.1791	↘ 146°	69	1,000	-652 Descending	 FlightAware ADS-B (KJEF)
Fri 19:07:22	38.5989	-92.1701	↘ 124°	65	700	-333 Descending	 FlightAware ADS-B (KJEF)
Fri 19:08:08	38.5920	-92.1564	↘ 122°	70	600	288 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:09:06	38.5853	-92.1331	→ 110°	68	1,200	593 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:09:29	38.5932	-92.1303	↑ 15°	66	1,400	316 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:10:03	38.6025	-92.1461	← 307°	103	1,500	118 Climbing	 FlightAware ADS-B (KVER)
Fri 19:10:20	38.6071	-92.1543	← 304°	106	1,500	-182 Descending	 FlightAware ADS-B (KCOU)
Fri 19:10:36	38.6121	-92.1632	← 308°	92	1,400	-529 Descending	 FlightAware ADS-B (KJEF)
Fri 19:10:54	38.6145	-92.1713	↙ 243°	84	1,200	-486 Descending	 FlightAware ADS-B (KJEF)
Fri 19:11:13	38.6095	-92.1769	↙ 220°	69	1,100	-474 Descending	 FlightAware ADS-B (KJEF)
Fri 19:11:32	38.6043	-92.1800	↓ 161°	69	900	-450 Descending	 FlightAware ADS-B (KJEF)
Fri 19:11:53	38.6005	-92.1731	↘ 124°	76	800	187 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:14:45	38.6026	-92.1464	← 305°	102	1,500	209 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:15:14	38.6105	-92.1599	← 309°	89	1,500	-235 Descending	 FlightAware ADS-B (KVER)
Fri 19:15:36	38.6146	-92.1705	← 255°	84	1,300	-450 Descending	 FlightAware ADS-B (KJEF)
Fri 19:15:54	38.6101	-92.1762	↙ 219°	70	1,200	-486 Descending	 FlightAware ADS-B (KJEF)
Fri 19:16:13	38.6050	-92.1802	↓ 186°	66	1,000	-462 Descending	 FlightAware ADS-B (KJEF)
Fri 19:16:33	38.6008	-92.1742	↘ 120°	69	900	-500 Descending	 FlightAware ADS-B (KJEF)
Fri 19:16:49	38.5983	-92.1688	↘ 122°	66	700	245 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:19:00	38.5957	-92.1337	← 309°	101	1,500	306 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:19:26	38.6033	-92.1467	← 305°	106	1,500	-130 Descending	 FlightAware ADS-B (KJEF)
Fri 19:19:46	38.6095	-92.1570	← 309°	103	1,400	-308 Descending	 FlightAware ADS-B (KJEF)
Fri 19:20:05	38.6146	-92.1651	← 305°	88	1,300	-462 Descending	 FlightAware ADS-B (KJEF)
Fri 19:20:25	38.6135	-92.1741	↙ 219°	86	1,100	-419 Descending	 FlightAware ADS-B (KJEF)
Fri 19:20:48	38.6073	-92.1800	↙ 211°	69	1,000	-346 Descending	 FlightAware ADS-B (KJEF)
Fri 19:21:17	38.6010	-92.1745	↘ 123°	65	800	152 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:24:06	38.6027	-92.1453	← 306°	103	1,500	222 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:24:26	38.6086	-92.1552	← 309°	100	1,500	-158 Descending	 FlightAware ADS-B (KJEF)
Fri 19:24:44	38.6138	-92.1633	← 308°	88	1,400	-343 Descending	 FlightAware ADS-B (KJEF)
Fri 19:25:01	38.6156	-92.1702	← 254°	85	1,300	-176 Descending	 FlightAware ADS-B (KVER)
Fri 19:25:18	38.6110	-92.1757	↙ 222°	69	1,300	-324 Descending	 FlightAware ADS-B (KJEF)
Fri 19:25:38	38.6053	-92.1804	↓ 189°	68	1,100	-615 Descending	 FlightAware ADS-B (KJEF)
Fri 19:25:57	38.6012	-92.1751	↘ 121°	77	900	-667 Descending	 FlightAware ADS-B (KJEF)
Fri 19:26:14	38.5984	-92.1691	↘ 123°	65	700	255 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:28:18	38.5948	-92.1319	← 315°	95	1,500	331 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:28:39	38.6012	-92.1418	← 309°	104	1,500	 Level	 FlightAware ADS-B (KJEF)
Fri 19:28:57	38.6060	-92.1497	← 305°	105	1,500	-176 Descending	 FlightAware ADS-B (KJEF)
Fri 19:29:13	38.6110	-92.1585	← 306°	92	1,400	-364 Descending	 FlightAware ADS-B (KJEF)
Fri 19:29:30	38.6150	-92.1656	← 302°	86	1,300	-545 Descending	 FlightAware ADS-B (KJEF)
Fri 19:29:46	38.6142	-92.1726	↙ 222°	86	1,100	-375 Descending	 FlightAware ADS-B (KJEF)
Fri 19:30:02	38.6102	-92.1776	↙ 224°	69	1,100	-375 Descending	 FlightAware ADS-B (KJEF)
Fri 19:30:18	38.6060	-92.1814	↓ 190°	69	900	-450 Descending	 FlightAware ADS-B (KJEF)
Fri 19:30:42	38.6009	-92.1740	↘ 120°	67	800	-293 Descending	 FlightAware ADS-B (KJEF)
Fri 19:30:59	38.5981	-92.1684	↘ 122°	67	700	270 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:33:30	38.6014	-92.1443	← 306°	105	1,556	135 Climbing	 Surface and Near-Surface
Fri 19:34:41	38.6119	-92.1750	↙ 218°	70	1,200	-311 Descending	 FlightAware ADS-B (KVER)
Fri 19:34:58	38.6075	-92.1792	↙ 215°	70	1,100	-545 Descending	 FlightAware ADS-B (KJEF)
Fri 19:35:14	38.6029	-92.1790	↘ 123°	75	900	-563 Descending	 FlightAware ADS-B (KJEF)
Fri 19:35:30	38.6001	-92.1730	↘ 121°	63	800	217 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:37:34	38.5892	-92.1309	↗ 29°	90	1,406	219 Climbing	 Surface and Near-Surface
Fri 19:38:42	38.6094	-92.1578	← 310°	93	1,500	-4 Descending	 FlightAware ADS-B (KVER)
Fri 19:39:03	38.6149	-92.1666	← 307°	87	1,400	-615 Descending	 FlightAware ADS-B (KVER)
Fri 19:39:21	38.6134	-92.1741	↙ 210°	87	1,100	-500 Descending	 FlightAware ADS-B (KJEF)
Fri 19:39:39	38.6078	-92.1783	↙ 214°	71	1,100	-353 Descending	 FlightAware ADS-B (KJEF)
Fri 19:39:55	38.6031	-92.1791	↘ 132°	76	900	-632 Descending	 FlightAware ADS-B (KJEF)
Fri 19:40:17	38.5991	-92.1709	↘ 121°	65	700	238 Climbing	 FlightAware ADS-B (KJEF)
Fri 19:42:26	38.5958	-92.1338	← 313°	98	1,500	310 Climbing	 FlightAware ADS-B (KCOU)
Fri 19:42:52	38.6035	-92.1472	← 305°	104	1,500	-136 Descending	 FlightAware ADS-B (KJEF)
Fri 19:43:10	38.6088	-92.1560	← 312°	98	1,400	-167 Descending	 FlightAware ADS-B (KJEF)
Fri 19:43:28	38.6140	-92.1633	← 309°	87	1,400	-333 Descending	 FlightAware ADS-B (KJEF)
Fri 19:43:46	38.6161	-92.1708	↙ 243°	82	1,200	-486 Descending	 FlightAware ADS-B (KJEF)
Fri 19:44:05	38.6108	-92.1754	↙ 214°	67	1,100	-333 Descending	 FlightAware ADS-B (KJEF)
Fri 19:44:22	38.6062	-92.1792	↙ 206°	64	1,000	-429 Descending	 FlightAware ADS-B (KJEF)
Fri 19:44:47    Arrival (KJEF) @ Friday 19:44:47 CDT		 FlightAware
Fri 19:44:47	38.6007	-92.1737	↘ 123°	69	800	-480 Descending	 FlightAware ADS-B (KJEF)
